date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:23:06	42786/42786	---MCZ	200	added ('OK')	text/html	date:Thu,%2012%20Nov%202020%2015:23:05%20GMT	https://bootstrapmade.com/demo/templates/Arsha/	C:/Users/damola/Downloads/Compressed/sales/bootstrapmade.com/demo/templates/Arsha/index.html	(from )
16:23:06	120/120	---M-Z	200	added ('OK')	text/plain	date:Thu,%2012%20Nov%202020%2015:23:04%20GMT	https://bootstrapmade.com/robots.txt		(from )
16:23:07	491/491	---M--	200	added ('OK')	image/png	date:Thu,%2030%20Jul%202020%2008:01:40%20GMT	https://bootstrapmade.com/demo/templates/Arsha/assets/img/favicon.png	C:/Users/damola/Downloads/Compressed/sales/bootstrapmade.com/demo/templates/Arsha/assets/img/favicon.png	(from https://bootstrapmade.com/demo/templates/Arsha/)
16:23:07	1738/1738	---M--	200	added ('OK')	image/png	date:Thu,%2030%20Jul%202020%2008:01:40%20GMT	https://bootstrapmade.com/demo/templates/Arsha/assets/img/apple-touch-icon.png	C:/Users/damola/Downloads/Compressed/sales/bootstrapmade.com/demo/templates/Arsha/assets/img/apple-touch-icon.png	(from https://bootstrapmade.com/demo/templates/Arsha/)
16:23:07	160403/160403	---M-Z	200	added ('OK')	text/css	date:Thu,%2030%20Jul%202020%2008:01:40%20GMT	https://bootstrapmade.com/demo/templates/Arsha/assets/vendor/bootstrap/css/bootstrap.min.css	C:/Users/damola/Downloads/Compressed/sales/bootstrapmade.com/demo/templates/Arsha/assets/vendor/bootstrap/css/bootstrap.min.css	(from https://bootstrapmade.com/demo/templates/Arsha/)
16:23:07	92208/92208	---M-Z	200	added ('OK')	text/css	date:Thu,%2030%20Jul%202020%2008:01:40%20GMT	https://bootstrapmade.com/demo/templates/Arsha/assets/vendor/icofont/icofont.min.css	C:/Users/damola/Downloads/Compressed/sales/bootstrapmade.com/demo/templates/Arsha/assets/vendor/icofont/icofont.min.css	(from https://bootstrapmade.com/demo/templates/Arsha/)
16:23:07	61773/61773	---M-Z	200	added ('OK')	text/css	date:Thu,%2030%20Jul%202020%2008:01:40%20GMT	https://bootstrapmade.com/demo/templates/Arsha/assets/vendor/boxicons/css/boxicons.min.css	C:/Users/damola/Downloads/Compressed/sales/bootstrapmade.com/demo/templates/Arsha/assets/vendor/boxicons/css/boxicons.min.css	(from https://bootstrapmade.com/demo/templates/Arsha/)
16:23:08	110438/110438	---M-Z	200	added ('OK')	text/css	date:Thu,%2030%20Jul%202020%2008:01:40%20GMT	https://bootstrapmade.com/demo/templates/Arsha/assets/vendor/remixicon/remixicon.css	C:/Users/damola/Downloads/Compressed/sales/bootstrapmade.com/demo/templates/Arsha/assets/vendor/remixicon/remixicon.css	(from https://bootstrapmade.com/demo/templates/Arsha/)
16:23:08	20309/20309	---M-Z	200	added ('OK')	text/css	date:Thu,%2030%20Jul%202020%2008:01:41%20GMT	https://bootstrapmade.com/demo/templates/Arsha/assets/vendor/venobox/venobox.css	C:/Users/damola/Downloads/Compressed/sales/bootstrapmade.com/demo/templates/Arsha/assets/vendor/venobox/venobox.css	(from https://bootstrapmade.com/demo/templates/Arsha/)
16:23:08	3351/3351	---M-Z	200	added ('OK')	text/css	date:Thu,%2030%20Jul%202020%2008:01:40%20GMT	https://bootstrapmade.com/demo/templates/Arsha/assets/vendor/owl.carousel/assets/owl.carousel.min.css	C:/Users/damola/Downloads/Compressed/sales/bootstrapmade.com/demo/templates/Arsha/assets/vendor/owl.carousel/assets/owl.carousel.min.css	(from https://bootstrapmade.com/demo/templates/Arsha/)
16:23:08	26053/26053	---M-Z	200	added ('OK')	text/css	date:Thu,%2030%20Jul%202020%2008:01:40%20GMT	https://bootstrapmade.com/demo/templates/Arsha/assets/vendor/aos/aos.css	C:/Users/damola/Downloads/Compressed/sales/bootstrapmade.com/demo/templates/Arsha/assets/vendor/aos/aos.css	(from https://bootstrapmade.com/demo/templates/Arsha/)
16:23:09	32343/32343	---M-Z	200	added ('OK')	text/css	date:Thu,%2030%20Jul%202020%2008:01:40%20GMT	https://bootstrapmade.com/demo/templates/Arsha/assets/css/style.css	C:/Users/damola/Downloads/Compressed/sales/bootstrapmade.com/demo/templates/Arsha/assets/css/style.css	(from https://bootstrapmade.com/demo/templates/Arsha/)
16:23:09	42786/42786	---MCZ	200	added ('OK')	text/html	date:Thu,%2012%20Nov%202020%2015:23:09%20GMT	https://bootstrapmade.com/demo/templates/Arsha/index.html	C:/Users/damola/Downloads/Compressed/sales/bootstrapmade.com/demo/templates/Arsha/index-2.html	(from https://bootstrapmade.com/demo/templates/Arsha/)
16:23:10	68245/68245	---M--	200	added ('OK')	image/png	date:Thu,%2030%20Jul%202020%2008:01:40%20GMT	https://bootstrapmade.com/demo/templates/Arsha/assets/img/hero-img.png	C:/Users/damola/Downloads/Compressed/sales/bootstrapmade.com/demo/templates/Arsha/assets/img/hero-img.png	(from https://bootstrapmade.com/demo/templates/Arsha/)
16:23:10	5282/5282	---M--	200	added ('OK')	image/png	date:Thu,%2030%20Jul%202020%2008:01:40%20GMT	https://bootstrapmade.com/demo/templates/Arsha/assets/img/clients/client-1.png	C:/Users/damola/Downloads/Compressed/sales/bootstrapmade.com/demo/templates/Arsha/assets/img/clients/client-1.png	(from https://bootstrapmade.com/demo/templates/Arsha/)
